"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"HN1",12.493,16.343,14.607,12.449,11.908,9.49,12.881,12.158,8.119,9.61,7.161,9.786,19.374,25.975,19.737,26.978,26.384,4.97,27.982,13.377,23.602,28.761,21.863,21.232,44.288,66.143,12.426,50.904,249.224,218.081,298.561,223.614,267.328,315.041,355.314,281.187,183.523,175.914,243.964,205.867,272.268,320.717,233.355,150.516,490.347,593.809,553.992,401.625,484.159,556.216,416.034,868.475,540.812,789.513,787.344,712.971,664.578,728.394,784.26,614.419,331.421,334.691,306.455,266.554,208.706,315.751,440.304,375.652,286.505,233.498,438.647,154.106,362.442,649.802,487.157,419.841,318.609,309.822,322.917,128.85,280.455,332.876,146.208,107.18,292.34,193.355,610.652,404.008,126.767,257.074
"APOL1",0.504,0.663,0.501,0.585,0.397,0.545,0.618,0.687,0.566,0.713,0.579,0.777,1.13,0.701,0.844,0.66,1.271,0.8,1.742,0.776,0.867,0.974,0.931,0.999,4.282,3.354,5.562,4.471,4.398,4.706,3.563,3.242,4.286,3.867,5.386,2.627,5.262,5.532,3.841,2.141,4.108,3.82,4.292,4.187,4.419,1.756,13.457,3.832,2.228,1.626,1.523,10.955,4.146,7.529,7.784,8.44,3.546,8.905,19.668,5.996,0.702,1.327,85.363,1.472,2.525,0.586,1.092,2.349,0.956,1.243,1.649,5.64,1.182,3.192,1.299,3.249,0.329,1.132,1.527,1.307,1.124,2.126,9.539,0.38,1.081,2.235,2.019,2.118,0.691,0.804
"ITGA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031,0,0.179,0,0,0,0,0,0,0.126,0,1.098,0,0.825,0,0,0,0,0,0,0,0,0.458,0,0,0,0.519,0,0,0,0.1,1.069,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.122,0.452,0.286,0.215,0.438,0.158,0.184,0,0.126,0.358,0.33,0.252,0.228,0.638,0.417,0.236,0.229,0.207,0.198,0.113,0.165,0,0,0,0,0.213,0,0,0
"MME",0.113,0.158,0.127,0.178,0.238,0.299,0,0,0,0,0,0.109,0.453,0,0,0,1.046,0.971,0.4,0.126,0.394,0.13,0.555,0.943,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC14",7.533,9.127,7.801,9.739,11.28,10.976,7.255,7.449,7.97,7.619,6.821,6.001,12.945,4.255,20.134,5.301,8.304,9.317,15.885,7.198,6.329,15.328,6.453,9.107,9.45,14.553,7.998,18.298,8.325,0.737,4.705,4.927,6.301,4.029,2.576,16.666,6.85,10.687,0.245,6.493,6.149,7.477,7.67,3.287,17.681,8.002,4.035,15.667,6.544,8.697,8.672,0,0.951,7.922,6.29,7.204,8.186,4.986,6.606,7.382,0.717,6.788,23.912,1.228,10.729,3.318,9.931,4.447,9.82,7.024,10.328,2.048,2.677,16.637,6.705,29.47,21.79,20.871,11.072,3.103,0.225,0,0.13,0.902,5.169,0.283,0.241,0,2.206,5.028
"MAST4",28.901,29.154,23.986,22.715,20.788,24.263,10.265,10.227,16.716,18.918,10.885,11.091,15.707,20.234,27.58,19.583,4.825,5.76,8.901,6.777,11.376,7.567,12.859,9.058,13.847,11.352,14.56,20.76,1.022,2.594,3.037,2.958,1.048,2.066,0.17,3.358,4.425,2.964,4.644,2.742,3.268,3.95,1.704,1.27,3.215,0.476,30.403,1.162,0.877,0,0.571,27.863,0,1.272,0.337,0.419,0,1.222,0,0,0,0,0,0,0,0,0,0.334,2.753,2.263,0,0.535,0,0,0.637,0.708,2.787,0,0,0,0,0,6.739,0,0,0,0,0,0,0
"OR2A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCNA2",115.653,131.612,117.518,132.734,116.093,116.088,76.666,74.404,139.52,101.309,165.697,152.398,177.635,133.233,159.072,99.366,95.225,99.256,88.004,111.448,94.873,109.8,98.67,105.076,262.757,434.538,204.236,359.708,324.521,248.312,583.555,282.713,289.641,387.016,339.818,331.85,114.52,126.111,123.113,214.031,40.611,30.612,169.056,50.142,82.067,162.514,184.304,105.935,137.813,61.997,92.086,44.487,95.766,226.202,176.809,90.27,138.399,115.691,111.953,189.06,98.901,145.973,50.854,116.588,41.447,55.65,83.781,83.073,65.145,89.444,89.76,26.727,77.946,70.764,150.555,72.632,81.399,69.078,57.341,43.289,7.68,68.24,0.244,115.406,81.559,19.089,28.119,42.145,52.81,8.948
"MAGI1",11.397,8.364,8.273,7.109,4.93,7.05,5.42,5.579,5.025,6.304,6.108,4.429,8.232,8.165,5.175,3.7,4.96,5.676,3.45,1.592,5.035,6.138,7.134,7.916,1.403,1.819,3.064,5.549,0.659,1.031,1.53,0.49,0,0.219,3.431,2.436,0,0.104,0.794,0.424,2.5,1.188,3.235,1.724,0.611,3.268,16.249,3.319,3.956,0,0.917,0,3.703,4.653,2.856,1.774,1.383,3.523,2.191,8.508,0.158,8.639,4.632,0,10.827,0,5.541,14.48,4.524,11.12,1.894,0.404,0,0,0.208,0.54,0,6.92,0.167,16.752,0.332,0,8.049,1.088,4.784,9.578,1.135,0.379,10.095,0.917
"TSTD1",7.352,6.493,5.047,11.848,10.122,8.094,2.392,2.063,8.571,4.683,6.452,10.275,12.327,0,5.606,18.763,26.024,21.356,27.082,4.244,20.523,20.979,19.936,6.212,45.765,16.891,29.608,7.233,16.46,13.678,49.242,20.979,8.989,11.64,18.931,19.111,37.17,18.711,10.026,18.226,23.279,15.83,26.378,8.11,23.544,9.809,39.335,17.536,21.238,5.048,4.762,0,19.521,0.149,0.12,8.245,0.469,11.377,17.555,0.506,0,0,1.199,15.062,0.71,1.528,2.411,4.093,13.396,13.833,0.14,0.162,5.024,28.737,36.583,15.723,0,0,0,1.239,0,0.117,167.186,6.052,4.192,39.735,26.929,0.236,0.979,27.098
"KIF5C",1.894,3.378,3.531,2.37,2.004,1.231,0.919,1.121,1.624,2.19,1.292,1.253,0,6.01,0,0.809,1.346,6.166,1.833,0,3.517,1.707,2.754,2.02,8.464,3.4,3.005,5.369,3.184,2.623,9.836,3.008,7.326,0,2.384,3.935,0.736,1.16,7.955,7.266,4.306,4.588,1.243,3.867,0,0.156,15.142,5.153,0,0,0,9.709,0,0.467,0,0,0,1.289,0.738,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0.286,1.732,3.031,0,0,0,0,0,0,0,2.037,1.667,0,0,0,0,0,0
"ABI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.649,0,0,0,0,0,0,0,0,0,6.405,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0.536,3.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH5A1",13.412,12.45,13.646,11.039,14.786,16.019,5.531,6.912,6.362,6.062,6.741,8.756,0.279,1.451,15.124,4.215,5.552,2.572,6.428,4.637,7.973,8.316,10.92,4.366,2.993,2.86,3.672,3.648,0.375,0.502,0.728,0.166,0.233,1.909,2.048,0.711,3.599,0.171,0.113,0.853,0.116,0,0.173,0.17,0.158,0.171,0.969,0.311,0.887,0.213,0.173,0.861,0.182,0.212,0.28,0.272,0.122,0.484,0.379,0.481,0,3.94,3.985,1.45,0.266,5.025,0,0.472,0,0,0.599,0,2.279,0.236,0.369,1.556,0,5.382,0,0.1,0,0,0.396,0,8.641,0,0,0.112,0,0.284
"STMN1",14.899,13.769,9.475,17.621,24.609,19.311,14.35,14.154,10.607,11.24,11.399,15.174,22.035,14.612,2.789,7.68,25.494,8.44,22.246,13.676,9.202,15.077,14.289,14.035,36.49,31.525,24.469,8.713,63.757,53.401,192.45,101,96.702,89.566,131.309,101.698,59.998,47.002,54.248,16.045,5.897,38.386,40.704,39.652,528.012,562.628,6.833,633.974,538.07,416.538,683.758,5.028,607.115,610.355,174.204,118.872,508.732,173.19,253.669,567.06,1138.47,841.647,612.945,619.42,562.103,473.502,904.061,1027.251,860.653,617.685,909.417,1123.46,914.478,1920.924,1230.997,658.389,459.295,476.276,641.713,738.242,838.9,350.51,118.159,549.523,178.418,440.665,1104.831,406.368,227.733,44.31
"GALNT10",0.124,0.101,0,0,0,0.194,0.131,0,0,0,0,0,0,0,0,0,0,0.121,0,0.417,0.729,0,0,0.693,0,0,0,0,0,1.049,1.336,0,0,0,0.705,0.554,2.422,0.556,0,1.221,0,0,0.51,0.161,8.977,0,1.417,0.658,2.337,0,0,0,1.336,0.519,0.999,1.61,3.402,3.131,0.43,3.275,11.834,32.297,8.154,16.08,33.501,28.149,10.887,29.702,27.335,50.202,18.004,30.12,10.977,0.374,0.287,10.037,61.492,12.531,14.417,0.54,22.499,22.518,0,11.917,18.118,0,0,3.051,15.98,6.046
"PRELID2",215.271,136.86,156.692,234.402,179.007,179.457,169.632,160.602,152.333,162.325,87.609,93.037,195.001,140.769,140.277,131.318,61.724,51.111,48.042,53.287,53.236,45.483,49.329,46.158,22.557,22.62,31.517,13.512,0.637,4.611,5.008,0.679,0.755,5.695,9.597,5.637,1.559,5.19,9.282,10.562,11.417,14.085,4.299,0.409,0.61,0.587,2.028,0.522,0.744,0,0.437,19.436,0.537,1.299,0.928,0.625,0.941,1.782,2.879,1.111,0.547,7.479,14.252,2.613,1.311,7.761,3.693,8.533,0.172,0.756,0.441,2.223,0.804,2.119,0.515,9.71,0.504,14.3,0.424,0.577,0.334,0.757,0.321,0.286,0.252,0.442,0.406,27.287,0.313,12.518
"CKS2",200.909,150.253,166.958,26.385,35.719,47.59,29.729,36.462,16.052,15.942,28.039,19.146,10.924,28.489,28.814,74.718,29.612,55.13,80.917,77.157,29.498,57.661,33.036,36.232,229.747,164.35,121.254,228.95,189.7,122.31,165.765,232.371,103.521,222.731,167.89,367.586,798.418,711.669,677.115,534.3,592.647,350.341,685.347,453.198,246.306,407.588,595.564,175.722,291.799,248.392,291.139,1680.135,195.756,388.917,352.863,309.02,331.883,312.242,131.186,292.728,119.285,696.146,668.377,540.849,506.827,604.503,201.248,454.23,584.488,546.352,634.43,454.783,202.544,834.287,431.361,347.496,97.461,332.364,101.097,549.624,149.506,288.925,107.056,335.201,262.981,19.78,211.112,14.75,174.349,221.816
"CR1",0,0.191,0.188,0.116,0.12,0.141,0.17,0.102,0,0.138,0,0.184,1.516,0,0,0,0.101,0,0,0,0,0,1.231,0.122,0.645,0.17,0.295,1.3,0.172,0.122,0.162,0.129,0.121,0.145,0.165,0,0.112,0.257,0.425,0.138,0,2.85,0.175,0.123,0.116,0.157,0.793,0.18,0,0,0,0.682,0,0.135,0.339,0.141,0,0.185,0.334,0.38,0,0.384,1.514,0.203,0.101,0,0,0,0,0.106,0,0,0,0,0.161,0.188,0,0.125,0,0,0,0,0,0,0,0,0.331,0,0.105,0
"RPS6KA2",7.827,6.241,6.281,3.977,2.894,2.797,2.986,2.501,2.097,3.088,3.318,2.43,2.237,4.602,3.808,7.582,4.121,3.18,2.592,11.131,6.815,5.651,7.237,4.231,2.315,0,1.347,0.199,1.14,0.446,0,0,0,0.131,0,0,1.589,0.797,0.594,0,0.186,0,0,0,0,0,10.964,0,1.074,0,0,2.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,1.149,3.851,0,0,0,0,0,0,0,6.985,0,0,0,0,0,3.74,0
"ZNF287",0.473,0.596,0.579,0.967,1.641,0.641,0.861,0.836,0.466,0.301,0.47,0.411,0,0,0,0,0,0.515,0,0,1.654,0,1.567,1.032,1.856,1.058,2.347,4.704,1.063,0,0,0,0.544,0.21,0,0.83,1.104,0.248,0,0,0.141,0,0,0,13.033,0.275,0.862,3.977,1.811,0,2.208,1.369,0,0,2.556,2.304,0,2.088,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0
"DAAM2",1.267,1.368,1.545,6.322,5.277,8.776,6.407,6.456,7.637,6.19,6.535,6.794,9.884,14.879,13.18,7.055,6.658,7.364,9.832,14.584,11.925,9.922,17.849,13.812,1.489,1.651,2.897,4.849,0.696,0.483,0,0.325,0,0,0.264,0,0.147,0.17,0,0,1.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0.166
"FPR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATL1",0.131,0.213,0.193,0.314,0.142,0.217,0.154,0.231,0.675,0.229,0.155,0.104,0,1.353,0,0,0,0,0.709,0,0,0,0,0,0,4.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,1.819,0,1.27,0,2.224,0,0,0,0.442,0,0,0,0,0,0.211,0.664,0,0,5.182,0,0,5.867,0,0,0,0.102,0,1.347,0,0,3.073,0
"SMOC2",0.175,0.794,0.69,0.345,0,0,0,0.194,0.256,0.259,0,0,0,0,0,0,1.371,0,0.834,0,0,0,0.545,1.755,0,0,3.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA10",2.164,1.229,1.379,6.13,2.331,4.161,2.221,2.666,2.323,2.478,1.571,0.815,0,1.376,3.171,0,1.609,0.139,0.856,1.26,3.282,3.633,3.388,1.791,0,0,2.061,0,0,0,0.499,0,0,0,1.006,1.852,0,0.154,0.104,0,0.473,0,0,0,0.579,0,0,0,1.422,0,0,0,0,0,2.566,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXA2",0,0.151,0,0.327,0.241,0.184,0.34,0,0.114,0.233,0.474,0,0,0.106,2.342,2.527,7.741,0,3.55,3.56,0,1.054,0.157,0,6.081,45.307,12.482,28.403,12.359,19.614,5.639,6.414,8.475,21.813,10.292,6.079,30.041,29.072,22.577,18.434,2.225,44.098,37.503,36.536,71.191,23.428,1.272,38.608,5.817,29.678,40.184,59.36,23.413,13.905,62.748,59.94,16.352,15.983,92.375,14.486,837.297,1141.967,1100.353,1518.116,1333.864,1098.544,865.216,1439.421,1320.089,1185.308,1219.075,1757.434,880.675,470.182,1069.791,1353.386,641.378,1207.399,1309.079,526.403,1539.256,851.876,1200.169,1676.905,826.103,366.401,831.945,1043.385,1455.497,738.951
"MCF2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACNA1C",1.241,1.063,1.064,1.315,1.017,1.349,0.751,0.752,0.795,1.083,0.388,0.456,3.115,1.557,0.791,1.091,0.903,0.86,0.34,0.959,1.376,1.812,1.026,1.639,0.8,1.123,1.534,1.443,0,0.354,0.164,0.209,0,0,0,0.129,0.226,0,0.418,0.239,0,0.675,0,0.131,0,0,0,0.131,0,0,0,0.632,0.179,0,1.019,0.383,0,0.2,0,0,0,0,0,0,0,1.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRI3BP",48.567,43.398,43.44,23.042,19.569,25.531,12.192,17.159,14.774,13.955,15.104,15.948,7.034,0.498,14.514,6.383,5.204,6.223,12.008,3.792,13.402,8.39,17.243,15.712,25.192,11.678,3.947,10.436,5.741,2.487,0,5.045,5.618,0,2.009,0.349,3.323,3.158,0,8.13,6.462,7.701,0.9,6.167,0.695,4.858,0.207,7.824,5.096,0,2.007,0.184,7.732,7.007,0.506,10.729,3.412,2.996,2.01,0.355,2.565,15.669,2.661,0,0,28.982,14.265,0.12,0,19.134,3.099,0.426,0,0.339,0,2.36,0,0,0.223,0.326,10.124,3.495,0,0,15.491,0,0,16.767,36.605,0.187
"SLC12A7",0.599,0.368,0.399,1.983,1.64,1.379,1.405,0.951,1.047,1.054,1.252,1.554,5.922,5.893,2.557,7.577,1.005,0.128,1.587,0.631,3.048,3.24,1.559,3.316,0,0.227,1.293,0,0,0,0,1.521,0,1.822,0,0,0.258,0,0,0.32,2.533,0.14,0,0,1.026,0.333,0,2.664,3.787,0.845,1.589,0.177,5.091,2.104,1.35,2.349,1.661,1.55,3.713,0.821,2.145,2.019,0.206,0.337,3.262,1.387,6.036,4.009,4.198,6.912,6.727,2.37,4.314,0,0.227,1.506,8.677,14.027,0,1.135,0.275,0,16.793,0,0,0,0,0,0,0
"FCGR2A",0.436,0,0.647,0,0.493,0.828,0.107,0,0,0,0.108,0.407,0,0,0,0,0,0,0.481,0,0,0,1.477,0,1.081,1.544,0.101,1.953,0,0.868,1.77,0,0,0,0,0.287,0,0,0,0,0,0,0,0,0.896,0,0,0,0.781,1.393,0,0,0.603,0.923,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCDH12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZDHHC1",0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC32",0,0,0,0.472,0.5,0.283,0.231,0.179,0.297,0.409,0,0,0,0,0,0,0,1.444,0,2.797,0.709,2.018,2.291,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.894,0,2.155,0,0,0,0,0,0,0,0.108,2.508,0,0,0,0.849,0,0,0,0,0.381,0,0,0.148,17.328,0.302,0.1,1.36,8.222,0,1.632,0,0,0,0
"BGLAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046,0,1.712,0,0,0.176,0,1.854,1.884,0.188,0,4.064,0,0.133,0,0,0,0,0,0,0,0,0,0,0
"AXL",0,0,0,0.158,0,0,0.11,0.129,0,0.136,0,0.162,0.118,0,0.161,0,0.392,0,0.226,0,0.119,0.181,0,0.106,0.831,0.119,0.362,0.334,0.409,0.788,0.703,0.129,0.441,0.408,0.366,0.201,1.951,1.007,0.791,0.932,0.516,0.253,0.841,0.566,0.546,0,1.558,0.556,0.25,0,0.162,0.792,0.597,0.589,0.526,0.423,0.106,0.503,1.062,0.453,0,0.349,3.162,9.047,0.223,0,0,0.322,0.239,0,0.218,0,0.146,0.137,0.318,0.167,0.131,0,0,0,0.209,0.108,26.459,0,0.689,0,0,0.1,0,0
"ATP2C2",14.896,17.953,16.186,19.267,15.254,21.463,15.835,17.584,16.787,19.153,14.813,15.398,11.699,21.348,8.644,17.491,5.331,23.681,13.628,7.892,19.533,11.461,17.11,17.771,9.796,11.496,2.244,3.736,2.51,3.092,0.286,0,1.376,0,0.809,3.615,0,1.422,7.451,1.095,9.1,0.156,0,0,0,0,12.928,1.1,1.518,0,0,16.204,0,0.265,0,0,0,0.809,0.151,0.802,0,0.36,0.305,0,0,0.22,1.322,5.651,0,0,6.767,10.309,0,0,0.119,1.423,0,0.191,0,0,0,0,0,0,16.558,0,0,0.172,4.07,12.116
"PCDHB14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0.141,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD276",0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,6.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323,3.529,3.901,0,0.111,0,1.328,0,0,0.486,0,17.854,7.713,1.341,0,4.346,16.832,1.207,0.883,2.708,7.656,3.38,0.118,6.928,0.62,2.089,9.836,0.275,18.61,7.902,0,0,6.673,0,14.535,11.207,18.477,8.165
"KRT80",0.934,0.925,1.443,1.081,0.902,1.002,1.102,0.919,1.999,1.667,0.886,0.489,0.665,0.489,7.424,0,3.774,0,2.599,1.932,2.169,3.018,2.043,0.212,0,0,4.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0.402,0.206,0.667,0.706,1.459,0.399,0.626,0.637,0.563,0.458,1.085,0.381,0,0.232,0.32,0.557,0.581,0.218,0.213,0.616,0.263,0,0.11,0,0,0,0.149,0.159,0.112
"SH3TC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PXMP4",0.346,0.411,0.274,0.486,0.544,0.49,0.273,0.497,0.506,0.526,0.267,0.422,0.355,1.803,0.367,0.32,0.578,0.422,0.459,0.415,1.658,1.715,0.654,0.947,3.137,1.706,1.883,1.914,4.792,4.435,3.774,5.457,5.5,1.254,0.654,0.831,6.335,12.765,11.219,3.694,6.235,7.715,5.106,12.557,3.766,12.118,3.362,4.544,5.056,11.73,11.151,4.381,8.117,7.03,6.364,4.495,5.1,2.279,9.889,7.219,1.525,5.779,12.021,0.685,1.285,6.474,2.747,3.208,2.722,12.733,2.853,0.738,4.636,13.721,1.334,6.037,10.119,6.771,6.118,0.852,0.61,3.994,12.913,1.092,5.936,11.522,0.205,6.365,0.903,3.471
"ETV3",0.759,0.724,1.056,3.253,1.793,2.009,2.099,1.34,3.319,2.726,2.377,2.78,1.85,2.797,9.222,3.532,0.464,1.374,3.596,6.616,2.751,3.102,6.179,6.757,6.796,31.303,13.09,22.102,3.797,6.36,2.845,11.447,7.38,19.133,0,4.243,2.422,17.352,0,1.992,2.624,13.077,5.073,5.084,0.543,3.136,0,6.574,0.75,3.252,0,0.936,0.523,0,0,0.162,0,0,2.256,3.049,0,0,1.806,0,0,0,0.372,0,9.531,0,0,0,0,1.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
"ITGBL1",1.81,3.049,3.9,2.422,1.152,2.297,0.921,1.745,2.779,1.276,2.014,1.263,1.104,7.94,7.52,7.921,1.587,0.696,0.995,0,2,5.564,6.254,1.799,1.053,0,1.965,0.127,0,0,0,0,0,0,0,2.873,2.443,0.301,3.222,0.382,4.037,0,0,0,0,1.062,0.846,0,0,0,1.229,2.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
